#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2018 03 03 23 50 235  1.6 293  6.1 2304
2018 03 04 00 00 237  1.6 999 99.0 9999
2018 03 04 00 10 267  4.5 999 99.0 9999
2018 03 04 00 20 271  5.6 999 99.0 9999
2018 03 04 00 30 281  5.2 999 99.0 9999
2018 03 04 00 40 291  5.2 999 99.0 9999
2018 03 04 00 50 310  5.3 311  7.2 0047
2018 03 04 01 00 315  5.0 999 99.0 9999
2018 03 04 01 10 301  4.7 999 99.0 9999
2018 03 04 01 20 296  4.5 999 99.0 9999
2018 03 04 01 30 302  5.2 999 99.0 9999
2018 03 04 01 40 304  5.1 999 99.0 9999
2018 03 04 01 50 306  5.1 308  7.0 0143
2018 03 04 02 00 311  5.4 999 99.0 9999
2018 03 04 02 10 320  4.8 999 99.0 9999
2018 03 04 02 20 311  4.6 999 99.0 9999
2018 03 04 02 30 308  4.3 999 99.0 9999
2018 03 04 02 40 303  4.1 999 99.0 9999
2018 03 04 02 50 298  4.7 319  6.9 0211
2018 03 04 03 00 281  5.7 999 99.0 9999
2018 03 04 03 10 288  5.4 999 99.0 9999
2018 03 04 03 20 282  5.3 999 99.0 9999
2018 03 04 03 30 280  5.0 999 99.0 9999
2018 03 04 03 40 279  4.6 999 99.0 9999
2018 03 04 03 50 283  4.6 277  7.1 0251
2018 03 04 04 00 287  4.6 999 99.0 9999
2018 03 04 04 10 291  4.5 999 99.0 9999
2018 03 04 04 20 286  4.3 999 99.0 9999
2018 03 04 04 30 293  4.0 999 99.0 9999
2018 03 04 04 40 286  4.1 999 99.0 9999
2018 03 04 04 50 287  4.1 285  6.4 0353
2018 03 04 05 00 288  4.1 999 99.0 9999
2018 03 04 05 10 293  4.1 999 99.0 9999
2018 03 04 05 20 282  4.0 999 99.0 9999
2018 03 04 05 30 288  4.0 999 99.0 9999
2018 03 04 05 40 282  3.7 999 99.0 9999
2018 03 04 05 50 283  3.9 292  6.2 0454
2018 03 04 06 00 285  3.5 999 99.0 9999
2018 03 04 06 10 277  3.8 999 99.0 9999
2018 03 04 06 20 275  3.2 999 99.0 9999
2018 03 04 06 30 264  3.0 999 99.0 9999
2018 03 04 06 40 277  3.2 999 99.0 9999
2018 03 04 06 50 307  4.6 300  5.9 0647
2018 03 04 07 00 303  4.5 999 99.0 9999
2018 03 04 07 10 298  4.1 999 99.0 9999
2018 03 04 07 20 299  4.2 999 99.0 9999
2018 03 04 07 30 296  4.0 999 99.0 9999
2018 03 04 07 40 292  3.5 999 99.0 9999
2018 03 04 07 50 284  4.3 300  5.7 0653
2018 03 04 08 00 289  4.6 999 99.0 9999
2018 03 04 08 10 286  4.5 999 99.0 9999
2018 03 04 08 20 296  3.9 999 99.0 9999
2018 03 04 08 30 291  4.5 999 99.0 9999
2018 03 04 08 40 287  4.3 999 99.0 9999
2018 03 04 08 50 291  3.4 289  5.7 0825
2018 03 04 09 00 303  3.8 999 99.0 9999
2018 03 04 09 10 298  3.4 999 99.0 9999
2018 03 04 09 20 325  3.5 999 99.0 9999
2018 03 04 09 30 316  3.3 999 99.0 9999
2018 03 04 09 40 302  4.0 999 99.0 9999
2018 03 04 09 50 292  4.7 300  6.8 0949
2018 03 04 10 00 282  6.2 999 99.0 9999
2018 03 04 10 10 285  5.8 999 99.0 9999
2018 03 04 10 20 284  5.1 999 99.0 9999
2018 03 04 10 30 266  4.6 999 99.0 9999
2018 03 04 10 40 273  4.3 999 99.0 9999
2018 03 04 10 50 262  3.9 291  7.6 0959
2018 03 04 11 00 252  3.2 999 99.0 9999
2018 03 04 11 10 251  2.5 999 99.0 9999
2018 03 04 11 20 277  3.3 999 99.0 9999
2018 03 04 11 30 358  6.3 999 99.0 9999
2018 03 04 11 40  43  3.2 999 99.0 9999
2018 03 04 11 50  55  1.4  24  9.9 1127
2018 03 04 12 00  62  1.7 999 99.0 9999
2018 03 04 12 10  63  1.6 999 99.0 9999
2018 03 04 12 20  59  2.2 999 99.0 9999
2018 03 04 12 30  72  2.2 999 99.0 9999
2018 03 04 12 40  89  2.6 999 99.0 9999
2018 03 04 12 50  89  2.7  93  4.2 1248
2018 03 04 13 00  99  2.8 999 99.0 9999
2018 03 04 13 10  99  2.9 999 99.0 9999
2018 03 04 13 20  98  3.3 999 99.0 9999
2018 03 04 13 30  85  3.4 999 99.0 9999
2018 03 04 13 40  90  3.1 999 99.0 9999
2018 03 04 13 50  94  3.2 101  4.6 1316
2018 03 04 14 00  87  3.1 999 99.0 9999
